marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	52152926	R23WCVAV7EM3FD	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	8	8	N	Y	Love this - Perfect for a small kitchen	"From the moment I took it out of the box, it looked beautiful, fit perfect in my small newly remodeled kitchen and works great! I put some money into my new kitchen with a very nice looking back splash in tile and glass. I did not want my old LARGE white microwave oven taking up one entire wall. I don't use the microwave that much, so this is perfect.  It's not all that powerful but if you are buying something to heat things up or make popcorn AND you want style and beauty - this is it!"	4/9/2013	20130409	8	1.00982801	1.856879058	2.083333333	1	2.035204393		20130409	3	5	2.035204393																				
US	42122425	R5I5M2YR4HMBQ	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	3	28	35	N	Y	Decent	"This microwave is fine. It is not great. It takes three and a half minutes to warm up a cup of coffee, but since that is its only function on our counter it is doing its job, just slower than some of the more powerful ones. Its size is definitely a plus and fits in a wee corner. Its not having more programable numbers is annoying as one has to hold the button as the time counts up incrementally, but for a cup warmer it will do."	4/9/2013	20130409	21	1.025798526	0.475	0.833333333	2	1.489117527		20130409	4	3	1.489117527																				
US	50435331	RG92PDW17TT5K	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	3	3	N	Y	It's a space saver	"It's rather small on the outside, and just big enough on the inside.  Everyone who comes over thinks it's a TV."	4/18/2013	20130418	3	1.003685504	-0.3125	0	1.5	-0.141143274		20130418	5	5	-0.141143274																				
US	43035977	R3F5HV0O5VW4T5	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	excellent	"I like this microwave, it is small and uses very little space in my small kitchen, but it is powerful. It is a good combination of quality and good design. Expensive but worth it"	4/27/2013	20130427	1	1.001228501	0.47265625	5	1	3.646270826		20130427	6	5	3.646270826																				
US	22752384	R1QC59ZIODDVKT	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	54	55	N	Y	works great - easy to use.	"I had a rust spot inside my microwave oven.  Sanded it down, put on two coats of paint, fixed the problem and the rust hasn't come back."	4/29/2013	20130429	53	1.065110565	-0.092592593	3.083333333	1	2.269277232		20130429	7	5	2.269277232																				
US	47181088	R34DATUDQS89F0	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	4	4	N	Y	I love the microwave	"It met all my needs regarding space, looks like a TV, works well and you don't need a college degree to operate. Very pleased with this products. Little pricey but worth it."	5/1/2013	20130501	4	1.004914005	1.270833333	2.5	1.5	3.21258446		20130501	8	5	3.21258446																				
US	23929377	ROFN2O4JXZNJ1	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	4	4	N	Y	Just what a microwave should be... Small!	"Exactly what I wanted! It's the perfect fit. Works just fine... Bye bye bulky hand me down... I'm handing you down, lol"	5/6/2013	20130506	4	1.004914005	1.870039683	-1.5625	1.5	-0.803033959		20130506	9	5	-0.803033959																				
US	13821042	R2F1LYDHONWUZF	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	6	6	N	Y	spacesaver	"I have a tiny kitchen and was replacing an over the range microwave. I was looking for a space saver microwave, and I found it. It is large enough to handle anything my old microwave could do like day to day tasks of reheating, baking potatoes, and other small food items."	5/8/2013	20130508	6	1.007371007	-0.050595238	0	1	-0.015290453		20130508	10	5	-0.015290453																				
US	42733019	R1SY7MOAMI8L7M	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	great product	"Fits perfectly in our countertop CORNER.  Fits in the &#34;dead space&#34; there.<br />It's on the small side, but it is perfect for our needs."	5/9/2013	20130509	0	1	2.916666667	4	1.5	5.5125		20130509	11	5	5.5125																				
US	31170025	R3FYF3LK73414F	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	what we needed	I needed a little oven that fit in the corner.  For size and convenience it works well.  I have found that I need to leave what ever I am cooking in the oven a little bit longer.  But it works well and no complaints about operation.	5/9/2013	20130509	1	1.001228501	0.041666667	0	2	0.025030713		20130509	12	5	0.025030713																				
US	12043522	R2GIM1ZIOXCTFA	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	11	12	N	Y	Great for small spaces	"I bought this microwave for my first apartment which has extremely limited counter space.  This tucks nicely in the corner that typically isn't usable space and allows me to still have enough room on the counter for food prep.  It heats food very evenly and fits a full sized dinner plate in it.  Even if I eventually move into a place with a larger kitchen, I'd likely keep this microwave since it works so well."	5/9/2013	20130509	10	1.012285012	0.645502646	1.375	2	2.34070824		20130509	13	5	2.34070824																				
US	48600395	R3IHOUHN0XQQYK	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	3	28	30	N	Y	Not Pleased First time around - I'll try a second time	My wife wanted a smaller microwave for the counter top.  This was perfect --- at least for 28 days.<br /><br />On the 28th day - all the controls appeared to work but the unit no longer heated.<br /><br />Amazon's return policy was to issue a refund - I wanted it fixed so I contacted Whirlpool directly.  They stated the product had a full replacement guarantee for 12 months and that I would receive a call within 48 hours on how to get the unit fixed or replaced.<br /><br />It's now one week later - no response from Whirlpool and I can no longer get a response from them regarding the commitment they made me a week ago.<br /><br />I decided to contact Amazon about the issue.  Amazon is sending me a return label and issuing a refund.  (I should have done THIS in the first place and never bothered with Whirlpool).<br /><br />I just ordered my SECOND unit from Amazon --- I'm hoping this one will last longer than 28 days.<br /><br />I would give the unit 5 stars if it had not failed --- now only 3.  If the second one fails - I'll drop it to 1 or zero stars.<br /><br />I give Amazon 5 stars for service on this item.<br /><br />Joe	5/15/2013	20130515	26	1.031941032	0.578125	0	1	0.178977273		20130515	14	3	0.178977273																				
US	34125778	R28IK8FMRFI06M	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	I luv this microwave	This is the perfect sized microwave for my kitchen. The domed shape works great on my smaller counter top. Would recommend it!	5/22/2013	20130522	1	1.001228501	3.03125	0	1	0.910492168		20130522	15	5	0.910492168																				
US	51112354	R2FMTM9I4UU4OS	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	1	28	29	N	Y	Worked for 1 month	"I loved the small size of this microwave, but the power was lacking. Furthermore, after we had this unit for 1 month, it would not cook anything longer than 2 minutes. The light would remain on and the turntable would continue to spin, but the motor would just shut off and cease cooking. We returned this product."	6/1/2013	20130601	27	1.033169533	1.416666667	0	2	0.878194103		20130601	16	1	0.878194103																				
US	31269999	RAT80BXFH79U9	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	3	3	3	N	Y	4/2016 update  - 3 yr lifespan.   nice small microwave	"I loved this microwave's size and shape but in the last month (4/2016) I had two sparking incidents, luckily I was in the kitchen and got it unplugged quickly.  I just threw it out. Today I was looking online to see when I bought it (April 2013) and if anyone else had reported similar issues.   I see that there are similar reviews so don't think Ill buy another even tho I like the size and shape.   UPDATED 4/2016  it was hard to find a small microwave that didnt look cheap, this looks nice and works great, a keeper"	6/4/2013	20130604	3	1.003685504	0.885416667	0.875	1	0.881361333		20130604	17	3	0.881361333																				
US	51801605	R1TWLCQSI2KT9X	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	4	4	N	Y	Awesome microwave!	"This is perfect for one plate! It nice to have a microwave big enough to cook a turkey, but honesty, who ever cooked a turkey in a microwave? This is perfect and the round design means it fits a plate in a very small space! I got one for my mom, too, and she loves it! She finally threw out her old huge microwave and reclaimed counter space! My only wish would be that it was a full 1000 watts (it's 750) just so it would match the cook times on most microwave meals and recipes."	6/12/2013	20130612	4	1.004914005	1.285456731	5	1.5	5.857096588		20130612	18	5	5.857096588																				
US	19471419	R11TAJZQFBSQQE	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	1	1	N	Y	"Small, but so great."	"This little microwave fits into the corner.  We have limited counter space and switching to this mircrowave give us back so much room without losing the convenience.  If you cook in your microwave it won't hold a 9x12 baker, so keep that in mind when deciding."	6/14/2013	20130614	1	1.001228501	-0.073660714	1.375	2	1.88311414		20130614	19	5	1.88311414																				
US	46945270	R24CQ832WK2GF0	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	1	N	Y	Best Microwave that I've owned	"I needed a smaller sized microwave to fit on my kitchen counter top, and I couldn't find anything smaller than a 0.7 Cu. Ft. in any store.  Since this one had so many good reviews, I decided to give it a try.  It not only fits perfectly on my tiny kitchen counter, but it is also the best microwave I've ever owned.  It fits regular sized dinner plates so it's the perfect size, and it heats up very quickly.  I would recommend this to anyone especially if you have a small kitchen."	6/21/2013	20130621	1	1.001228501	1.529761905	5	1.5	5.945688179		20130621	20	5	5.945688179																				
